id;texto;categoria_assunto;canal;particao_recomendada
REC-00260;Fui tratado de forma pouco cordial há alguns dias?;atendimento;app;treino
REC-00261;Não consigo localizar onde está a encomenda e estou tentando falar com alguém há dias.;entrega;chat;treino
REC-00262;"A solicitação de devolução não avança; além disso, o pacote voltou para o remetente sem explicação.";entrega;email;treino
REC-00263;Por favor, ninguém responde minhas mensagens e, além disso, o estorno ainda está pendente. Como resolvo?;atendimento;site;validacao
REC-00264;alguém consegue me ajudar, o estorno ainda não apareceu e, além disso, a caixa veio com uma peça faltando;pagamento;chat;treino
REC-00265;Oi, o pacote voltou para o remetente sem explicação. Também aconteceu o seguinte: meu chamado está sem atualização. Obrigada.;atendimento;app;treino
REC-00266;A etiqueta de postagem não foi liberada.;troca_devolucao;chat;validacao
REC-00267;Por favor, a ligação caiu e ninguém retomou o contato?;atendimento;chat;treino
REC-00268;a etiqueta de postagem não foi liberada desde ontem.;troca_devolucao;chat;teste
REC-00269;Oi, foi incluída uma taxa que nao estava prevista e, além disso, o item também veio com uma avaria.;pagamento;site;treino
REC-00270;Por favor, estou com uma dúvida, a cor veio diferente da escolhida e preciso saber o que aconteceu Isso pode ser verificado, por favor?;produto;chat;treino
REC-00271;"O reembolso foi aprovado, porém não caiu, mas ao mesmo tempo o protocolo foi fechado sem retorno; preciso de retorno.";pagamento;telefone;teste
REC-00272;estou esperando a encomenda há mais tempo que o informado;entrega;chat;teste
REC-00273;POR FAVOR, PROMETERAM RETORNO E NÃO RETORNARAM E PRECISO SABER O QUE ACONTECEU?;atendimento;telefone;treino
REC-00274;Gente, preciso trocar o tamanho recebido desde ontem;troca_devolucao;telefone;treino
REC-00275;Bom dia, quero cancelar a compra e devolver o que recebi no meu último pedido. Fico no aguardo.;troca_devolucao;app;treino
REC-00276;Recebi o modelo errado e, além disso, o chat não esclareceu a situação.;produto;chat;teste
REC-00277;Por favor, não consigo gerar o boleto desde ontem;pagamento;chat;validacao
REC-00278;A cor veio diferente da escolhida. Isso aconteceu desde a última atualização do rastreio.;produto;chat;treino
REC-00279;Por favor, o item apresentou problema no primeiro uso e preciso saber o que aconteceu Conseguem me orientar?;produto;email;treino
REC-00280;Estou tentando falar com alguém há dias no meu último pedido;atendimento;email;treino
REC-00281;"estou tentando falar com alguém há dias; entretanto o rastreio está confuso";atendimento;email;treino
REC-00282;O material parece danificado.;produto;chat;treino
REC-00283;A transportadora não apareceu no endereço e uma parte do kit não veio.;entrega;chat;treino
REC-00284;venho informar, o pagamento foi recusado mesmo com limite há alguns dias.;pagamento;telefone;validacao
REC-00285;Então, a parcela veio com valor incorreto há alguns dias?;pagamento;email;treino
REC-00286;RECEBI SÓ UMA PARTE DA COMPRA NO MEU ÚLTIMO PEDIDO?;entrega;site;treino
REC-00287;o cartão foi debitado, mas o pedido não confirmou e, além disso, o item também veio com uma avaria. agradeço se puderem olhar isso.;pagamento;app;treino
REC-00288;o produto veio usado e preciso saber o q aconteceu.;produto;site;validacao
REC-00289;quero cancelar a compra e devolver o que recebi e preciso saber o que aconteceu.;troca_devolucao;chat;treino
REC-00290;"o item apresentou problema no primeiro uso; mas a devolução não aparece no sistema";produto;telefone;teste
REC-00291;A caixa veio com uma peça faltando. O que mais preciso resolver é que a compra chegou depois da data em que eu precisava.;entrega;email;teste
REC-00292;o tamanho não corresponde ao informado e preciso saber o q aconteceu?;produto;site;teste
REC-00293;Pessoal, também apareceu uma cobrança que não entendi, mas o entregador marcou tentativa sem vir aqui. Podem verificar?;entrega;chat;validacao
REC-00294;"Venho informar, a entrega foi direcionada para outro endereço; porém a caixa veio com uma peça faltando. Conseguem me orientar?";entrega;app;treino
REC-00295;Alguém consegue me ajudar, o modelo recebido não era exatamente o esperado, mas a ligação caiu e ninguém retomou o contato. Obrigada.;atendimento;site;teste
REC-00296;Consta como entregue, mas não recebi?;entrega;email;treino
REC-00297;o produto veio usado e o pacote voltou para o remetente sem explicação.;produto;email;treino
REC-00298;"Por favor, já postei a devolução e o status não mudou; só que também apareceu uma cobrança que não entendi.";troca_devolucao;telefone;teste
REC-00299;Então, o rastreio parou de atualizar desde ontem;entrega;telefone;validacao
REC-00300;"Gostaria de solicitar apoio: olá, o entregador marcou tentativa sem vir aqui; mas também apareceu uma cobrança que não entendi. Preciso de um retorno.";entrega;chat;treino
REC-00301;A parcela veio com valor incorreto, mas ao mesmo tempo faltou um acessório dentro da caixa.;pagamento;telefone;teste
REC-00302;Estou tentando devolver o item, mas a previsão de chegada passou e nada.;entrega;telefone;treino
REC-00303;Olá, a caixa veio com uma peça faltando. O que mais preciso resolver é que consta como entregue, mas não recebi. Agradeço se puderem olhar isso.;entrega;app;treino
REC-00304;"Solicito orientação: olá, o atendente informou um procedimento que não funciona; além disso, a transportadora não apareceu no endereço. Obrigado.";entrega;site;treino
REC-00305;"Oi, alguém consegue me ajudar, foi incluída uma taxa que não estava prevista; só que o chat não esclareceu a situação. Obrigado.";pagamento;email;treino
REC-00306;Gostaria de solicitar apoio: por favor, o reembolso foi aprovado, porém não caiu desde ontem.;pagamento;app;treino
REC-00307;Oi, o aparelho desliga sozinho. Também aconteceu o seguinte: a troca foi aprovada, mas o novo item não foi enviado.;troca_devolucao;site;treino
REC-00308;pessoal, também tentei abrir uma troca o que mais preciso resolver é que o item chegou com defeito isso pode ser verificado, por favor;produto;site;treino
REC-00309;a caixa veio com uma peça faltando. o que mais preciso resolver é que fui tratado de forma pouco cordial.;atendimento;email;treino
REC-00310;Boa tarde, o pacote sumiu no trajeto e a troca foi aprovada, mas o novo item não foi enviado. Isso pode ser verificado, por favor?;entrega;telefone;validacao
REC-00311;Preciso de ajuda, a descrição do anúncio não bate com o que chegou há alguns dias Fico no aguardo.;produto;telefone;treino
REC-00312;o prazo mudou várias vezes e preciso saber o que aconteceu;entrega;telefone;treino
REC-00313;recebi só uma parte da compra;entrega;email;treino
REC-00314;O entregador marcou tentativa sem vir aqui no meu último pedido;entrega;site;treino
REC-00315;Só queria entender, o estorno ainda está pendente, mas o material parece danificado. Conseguem me orientar?;produto;app;validacao
REC-00316;A caixa veio com uma peça faltando. O que mais preciso resolver é que a resposta recebida não tem relação com a minha dúvida.;atendimento;email;teste
REC-00317;também tentei abrir uma troca. o que mais preciso resolver é que o tamanho não corresponde ao informado.;produto;email;treino
REC-00318;Gostaria de solicitar apoio: venho informar, o pix saiu da conta e a compra continua pendente Fico no aguardo.;pagamento;chat;validacao
REC-00319;Faltou um acessório dentro da caixa há alguns dias?;produto;chat;validacao
REC-00320;O cupom foi aceito e depois o desconto sumiu no meu último pedido;pagamento;site;teste
REC-00321;O material parece danificado desde ontem? Preciso de um retorno.;produto;app;treino
REC-00322;Só queria entender, a etiqueta de postagem não foi liberada no meu último pedido? Conseguem me orientar?;troca_devolucao;site;treino
REC-00323;Pessoal, a caixa veio com uma peça faltando, mas o pagamento foi recusado mesmo com limite. Isso pode ser verificado, por favor?;pagamento;site;treino
REC-00324;"Preciso substituir o item por outro modelo; ao mesmo tempo houve problema com a transportadora.";troca_devolucao;site;teste
REC-00325;A cor veio diferente da escolhida há alguns dias?;produto;telefone;validacao
REC-00326;a troca foi aprovada, mas o novo item n foi enviado. também aconteceu o seguinte: o estorno ainda n apareceu.;pagamento;site;treino
REC-00327;Preciso de ajuda, o tamanho não corresponde ao informado. Agradeço se puderem olhar isso.;produto;app;treino
REC-00328;Por favor, a encomenda está atrasada e o produto recebido é diferente do anúncio;entrega;telefone;treino
REC-00329;a resposta recebida não tem relação com a minha dúvida no meu último pedido;atendimento;email;treino
REC-00330;Olá, quero devolver a compra e não encontro a opção e preciso saber o que aconteceu;troca_devolucao;email;validacao
REC-00331;"o atendente informou um procedimento que não funciona; porém a entrega também atrasou.";atendimento;site;treino
REC-00332;;pagamento;site;treino
REC-00333;"Gostaria de solicitar apoio: boa tarde, o atendimento encerrou o contato sem resolver; além disso, a parcela veio com valor incorreto.";pagamento;chat;treino
REC-00334;a entrega também atrasou, mas não consigo gerar o boleto.;pagamento;chat;treino
REC-00335;O pacote demorou a chegar, mas enviei o item de volta e ainda não confirmaram o recbimento;troca_devolucao;email;treino
REC-00336;O aparelho desliga sozinho desde ontem?;produto;site;treino
REC-00337;"Então, alguém consegue me ajudar, não sei onde acompanhar minha devolução; porém a caixa veio com uma peça faltando. Podem verificar?";troca_devolucao;site;validacao
REC-00338;Oi, depois da atualização do pedido, a cor veio diferente da escolhida há alguns dias.;produto;telefone;treino
REC-00339;a peça veio quebrada no meu último pedido;produto;telefone;treino
REC-00340;O suporte pede as mesmas informações toda vez no meu último pedido?;atendimento;site;treino
REC-00341;"meu chamado está sem atualização; além disso, estou esperando a encomenda há mais tempo q o informado.";entrega;chat;treino
REC-00342;Gostaria de solicitar apoio: não consigo gerar o boleto?;pagamento;telefone;treino
REC-00343;solicitei troca e recebi instruções contraditórias e, além disso, o chat não esclareceu a situação.;troca_devolucao;site;treino
REC-00344;ninguém responde ao protocolo. o que mais preciso resolver é que a descrição do anúncio não bate com o que chegou.;produto;chat;treino
REC-00345;preciso substituir o item por outro modelo desde ontem.;troca_devolucao;app;validacao
REC-00346;Solicito orientação: a compra foi cancelada, mas a cobrança permaneceu.;pagamento;app;validacao
REC-00347;estou com uma dúvida, o pix saiu da conta e a compra continua pendente há alguns dias. fico no aguardo. 😕;pagamento;telefone;validacao
REC-00348;Por favor, a caixa veio com uma peça faltando. O que mais preciso resolver é que o entregador marcou tentativa sem vir aqui!;entrega;app;treino
REC-00349;a compra foi cancelada, mas a cobrança permaneceu;pagamento;telefone;treino
REC-00350;só queria entender, o sistema bloqueia a opção de devolução e preciso saber o que aconteceu. isso pode ser verificado, por favor?;troca_devolucao;email;teste
REC-00351;"A troca foi aprovada, mas o novo item não foi enviado; além disso, foi incluída uma taxa que não estava prevista.";pagamento;email;treino
REC-00352;bom dia, o chat me transfere e ninguém assume o caso há alguns dias isso pode ser verificado, por favor?;atendimento;site;treino
REC-00353;Por favor, o valor foi cobrado duas vezes?;pagamento;chat;treino
REC-00354;Venho informar, a compra chegou depois da data em que eu precisava no meu último pedido? Fico no aguardo.;entrega;app;treino
REC-00355;Preciso trocar o tamanho recebido desde ontem, no pedido que fiz para casa.;troca_devolucao;email;treino
REC-00356;Também tentei abrir uma troca. O que mais preciso resolver é que recebi só uma parte da compra;entrega;site;treino
REC-00357;o suporte pede as mesmas informações toda vez e, além disso, o item também veio com uma avaria.;atendimento;app;treino
REC-00358;preciso de ajuda, a compra chegou depois da data em que eu precisava no meu último pedido? agradeço se puderem olhar isso.;entrega;telefone;treino
REC-00359;E ainda não consigo retorno no atendimnto, mas o pacote voltou para o remetente sem explicação!;entrega;chat;treino
REC-00360;"Por favor, não reconheço uma cobrança relacionada ao pedido; e também tentei abrir uma troca.";pagamento;site;treino
REC-00361;o protocolo foi fechado sem retorno.;atendimento;email;treino
REC-00362;Então, alguém consegue me ajudar, também apareceu uma cobrança que não entendi, mas a descrição do anúncio não bate com o que chegou. Fico no aguardo.;produto;chat;treino
